filename_key,wealthier
G_GT_6_1525#8,4.679999828338623
G_GT_6_1525#9,6.650000095367432
G_GT_6_1527#0,8.800000190734863
G_GT_6_1527#1,6.570000171661377
G_GT_6_1527#2,7.480000019073486
G_GT_6_1527#3,8.020000457763672
G_GT_6_1527#4,8.800000190734863
G_GT_6_1527#5,7.269999980926514
G_GT_6_1527#6,6.300000190734863
G_GT_6_1527#7,7.159999847412109
G_GT_6_1527#8,8.050000190734863
G_GT_6_1527#9,5.710000038146973
G_GT_6_1527#10,1.7599999904632568
G_GT_6_1527#11,9.420000076293945
G_GT_6_1527#12,5.619999885559082
G_GT_6_1527#13,8.779999732971191
G_GT_6_1527#14,4.400000095367432
G_GT_6_1527#15,7.019999980926514
G_GT_6_1527#16,7.269999980926514
G_GT_6_1527#17,9.739999771118164
G_GT_6_1527#18,6.019999980926514
G_GT_6_1527#19,8.579999923706055
G_GT_6_1527#20,8.720000267028809
G_GT_6_1527#21,7.949999809265137
G_GT_6_1527#22,4.210000038146973
G_GT_6_1527#23,4.079999923706055
G_GT_6_1527#24,6.519999980926514
G_GT_6_1527#25,8.430000305175781
G_GT_6_1527#26,6.869999885559082
G_GT_6_1527#27,7.480000019073486
G_GT_6_1527#28,6.769999980926514
G_GT_6_1527#29,4.039999961853027
G_GT_6_1527#30,3.9700000286102295
G_GT_6_1527#31,8.260000228881836
G_GT_6_1527#32,8.4399995803833
G_GT_6_1527#33,6.300000190734863
G_GT_6_1527#34,4.940000057220459
G_GT_6_1527#35,5.119999885559082
G_GT_6_1527#36,8.100000381469727
G_GT_6_1527#37,6.639999866485596
G_GT_6_1527#38,4.309999942779541
G_GT_6_1527#39,8.6899995803833
G_GT_6_1527#40,7.630000114440918
G_GT_6_1527#41,8.039999961853027
G_GT_6_1527#42,2.109999895095825
G_GT_6_1527#43,1.8300000429153442
G_GT_6_1527#44,4.579999923706055
G_GT_6_1527#45,8.020000457763672
G_GT_6_1527#46,7.340000152587891
G_GT_6_1527#47,5.940000057220459
G_GT_6_1527#48,7.090000152587891
G_GT_6_1527#49,3.7300000190734863
G_GT_6_1529#0,7.199999809265137
G_GT_6_1529#1,5.909999847412109
G_GT_6_1529#2,5.420000076293945
G_GT_6_1557#0,4.119999885559082
G_GT_6_1564#0,6.849999904632568
G_GT_6_1564#1,2.119999885559082
G_GT_6_1564#2,6.130000114440918
G_GT_6_1564#3,5.949999809265137
G_GT_6_1578#0,6.949999809265137
G_GT_6_1587#0,8.930000305175781
